from.x,from.y,from.z,to.x,to.y,to.z,close.x,close.y,close.z,closest_loop_distance,candidate_loop_distance,id_from,id_to,guess_nr,CFEAR,coral,odom-bounds,sc-sim,DerivedMiniClosure - MiniClosure_enabled,DerivedMiniClosure - max_d_close_,DerivedMiniClosure - max_d_travel_,DerivedMiniClosure - min_d_travel_,GTVicinity - GTVicinity_enabled,GTVicinity - max_d_close_,GTVicinity - max_d_travel_,GTVicinity - min_d_travel_,SC - NUM_CANDIDATES_FROM_TREE,SC - N_CANDIDATES,SC - PC_NUM_RING,SC - PC_NUM_SECTORS,SC - SC_DIST_THRES,SC - SEARCH_RATIO,SC - augment_sc,SC - desc_plot,SC - interpolation,SC - normalize,SC - odom_sigma_error,SC - odometry_coupled_closure,SC - prints,SC - radar_threshold,Scan Context - N_aggregate,Scan Context - SCClosure_enabled,Scan Context - raw_scan_context,data_dir,idx_halt,odom_sigma_error,registration_disabled,training_data_dir,verification_disabled,verify_via_odometry
36.4787,-0.747652,0,16.4778,-0.387517,0,13.5095,-0.309031,0,22.9734,20.0041,20,10,0,0.000000,0.000000,0.969281,1.673721,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
38.6242,-0.761624,0,16.4778,-0.387517,0,16.4778,-0.387517,0,22.1495,22.1495,21,10,0,0.000000,0.000000,0.967308,1.676369,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
40.8097,-0.768516,0,24.6736,-0.584936,0,19.5571,-0.474538,0,21.2545,16.1371,22,14,0,0.000000,0.000000,0.973914,1.659856,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
43.0293,-0.767754,0,24.6736,-0.584936,0,21.1855,-0.514743,0,21.8453,18.3567,23,14,0,0.000000,0.000000,0.971024,1.646049,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
45.246,-0.757706,0,28.4009,-0.640353,0,22.893,-0.550851,0,22.354,16.8455,24,16,0,0.000000,0.000000,0.972867,1.644585,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
47.4674,-0.737327,0,28.4009,-0.640353,0,24.6736,-0.584936,0,22.7944,19.0667,25,16,0,0.000000,0.000000,0.970192,1.631536,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
49.6561,-0.706672,0,32.3365,-0.699568,0,26.5095,-0.614568,0,23.1468,17.3197,26,18,0,0.000000,0.000000,0.972195,1.705289,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
51.7971,-0.665816,0,30.3351,-0.668472,0,28.4009,-0.640353,0,23.3962,21.462,27,17,0,0.000000,0.000000,0.967803,1.642730,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
53.9442,-0.613316,0,36.4787,-0.747652,0,30.3351,-0.668472,0,23.6092,17.466,28,20,0,0.000000,0.000000,0.971991,1.624910,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
56.0811,-0.551422,0,36.4787,-0.747652,0,32.3365,-0.699568,0,23.7451,19.6034,29,20,0,0.000000,0.000000,0.969553,1.631374,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
58.2095,-0.483,0,40.8097,-0.768516,0,34.3845,-0.726423,0,23.8263,17.4022,30,22,0,0.000000,0.000000,0.972122,1.605390,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
60.3288,-0.409857,0,40.8097,-0.768516,0,36.4787,-0.747652,0,23.8524,19.5224,31,22,0,0.000000,0.000000,0.969655,1.595972,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
62.4396,-0.335127,0,45.246,-0.757706,0,38.6242,-0.761624,0,23.8193,17.1988,32,24,0,0.000000,0.000000,0.972380,1.591546,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
64.5388,-0.256574,0,47.4674,-0.737327,0,40.8097,-0.768516,0,23.7346,17.0781,33,25,0,0.000000,0.000000,0.972540,1.574085,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
66.6225,-0.172831,0,45.246,-0.757706,0,43.0293,-0.767754,0,23.6007,21.3845,34,24,0,0.000000,0.000000,0.967908,1.599057,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
68.711,-0.0817852,0,51.7971,-0.665816,0,45.246,-0.757706,0,23.4747,16.9239,35,27,0,0.000000,0.000000,0.972875,1.572563,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
70.7385,0.0121038,0,53.9442,-0.613316,0,47.4674,-0.737327,0,23.2832,16.806,36,28,0,0.000000,0.000000,0.972978,1.618130,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
72.7845,0.119185,0,51.7971,-0.665816,0,49.6561,-0.706672,0,23.1431,21.0021,37,27,0,0.000000,0.000000,0.968239,1.567373,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
74.871,0.237972,0,56.0811,-0.551422,0,51.7971,-0.665816,0,23.0915,18.8064,38,29,0,0.000000,0.000000,0.970449,1.839750,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
76.9627,0.364192,0,60.3288,-0.409857,0,53.9442,-0.613316,0,23.0392,16.652,39,31,0,0.000000,0.000000,0.973164,1.596141,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
79.065,0.500484,0,62.4396,-0.335127,0,56.0811,-0.551422,0,23.0079,16.6464,40,32,0,0.000000,0.000000,0.973230,1.858469,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
81.1727,0.646033,0,62.4396,-0.335127,0,58.2095,-0.483,0,22.9909,18.7587,41,32,0,0.000000,0.000000,0.970576,1.843389,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
83.311,0.801146,0,64.5388,-0.256574,0,60.3288,-0.409857,0,23.0141,18.802,42,33,0,0.000000,0.000000,0.970476,1.824469,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
85.4637,0.963727,0,62.4396,-0.335127,0,62.4396,-0.335127,0,23.0607,23.0607,43,32,0,0.000000,0.000000,0.966503,1.838814,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
87.6299,1.12876,0,68.711,-0.0817852,0,64.5388,-0.256574,0,23.1326,18.9576,44,35,0,0.000000,0.000000,0.970233,1.855240,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
89.8265,1.29627,0,72.7845,0.119185,0,66.6225,-0.172831,0,23.2505,17.0826,45,37,0,0.000000,0.000000,0.972590,1.638192,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
92.0266,1.47049,0,64.5388,-0.256574,0,68.711,-0.0817852,0,23.3673,27.5421,46,33,0,0.000000,0.000000,0.963494,1.642827,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
94.2441,1.65425,0,72.7845,0.119185,0,70.7385,0.0121038,0,23.5629,21.5145,47,37,0,0.000000,0.000000,0.967819,1.708997,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
96.4636,1.84636,0,79.065,0.500484,0,72.7845,0.119185,0,23.742,17.4506,48,40,0,0.000000,0.000000,0.972080,1.700552,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
98.6975,2.04627,0,81.1727,0.646033,0,74.871,0.237972,0,23.8951,17.5807,49,41,0,0.000000,0.000000,0.971931,1.720836,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
100.97,2.25658,0,83.311,0.801146,0,76.9627,0.364192,0,24.0821,17.7193,50,42,0,0.000000,0.000000,0.971839,1.720348,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
103.261,2.47373,0,85.4637,0.963727,0,79.065,0.500484,0,24.2768,17.8617,51,43,0,0.000000,0.000000,0.971651,1.681618,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
105.507,2.68314,0,1.60665,-0.00226568,0,81.1727,0.646033,0,24.419,103.935,52,4,0,0.000000,0.000000,0.950997,1.806169,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
107.808,2.89309,0,60.3288,-0.409857,0,83.311,0.801146,0,24.5865,47.5943,53,31,0,0.000000,0.000000,0.956494,1.744946,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
110.105,3.099,0,85.4637,0.963727,0,85.4637,0.963727,0,24.7335,24.7335,54,43,0,0.000000,0.000000,0.965273,1.693940,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
112.427,3.30333,0,79.065,0.500484,0,87.6299,1.12876,0,24.8921,33.4794,55,40,0,0.000000,0.000000,0.960596,1.695895,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
114.702,3.50153,0,81.1727,0.646033,0,89.8265,1.29627,0,24.9734,33.651,56,41,0,0.000000,0.000000,0.960521,1.700018,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
116.964,3.69475,0,87.6299,1.12876,0,92.0266,1.47049,0,25.0367,29.4465,57,44,0,0.000000,0.000000,0.962440,1.680705,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
119.204,3.88465,0,85.4637,0.963727,0,94.2441,1.65425,0,25.0589,33.8661,58,43,0,0.000000,0.000000,0.960442,1.667287,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
121.409,4.06954,0,87.6299,1.12876,0,96.4636,1.84636,0,25.0447,33.9074,59,44,0,0.000000,0.000000,0.960411,1.697499,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
123.603,4.25301,0,89.8265,1.29627,0,98.6975,2.04627,0,25.0028,33.9054,60,45,0,0.000000,0.000000,0.960407,1.690522,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
125.784,4.43477,0,87.6299,1.12876,0,100.97,2.25658,0,24.9086,38.2967,61,44,0,0.000000,0.000000,0.958870,1.726797,0,15.000000,15.000000,25.000000,0,15.000000,4200.000000,40.000000,10.000000,1,40.000000,120.000000,0.200000,0.100000,1,0,area,0,0.050000,1,1,0.000000,1,1,1,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/radar,0,3.000000,0,//media/mattias/2TB/radardata/TBV_Eval/Mulran/KAIST01/training,0,1
